TicketID,Date,Weekday,Region,Channel,Category,Priority,AssignedAgent,HandleTimeMinutes,ResolutionHours,SLA_Target_Hours,SLA_Breached,Escalated,FirstContactResolution,CSAT_Score
T100729,2025-01-12,Sunday,South,Phone,Complaint,Low,Agent_19,22.5,4.5,48,No,No,Yes,3
T100730,2025-09-20,Saturday,North,Portal,Claim Status,Low,Agent_02,14.6,12.2,48,No,No,Yes,4
T100731,2025-04-03,Thursday,West,Chat,Complaint,Low,Agent_21,20.1,46.9,48,No,No,Yes,2
T100732,2025-05-26,Monday,North,Phone,Complaint,High,Agent_16,20.9,5.3,8,No,No,Yes,2
T100733,2025-03-29,Saturday,South,Chat,Complaint,High,Agent_05,17.5,6.5,8,No,No,Yes,2
T100734,2025-04-04,Friday,East,Phone,Refund Request,Critical,Agent_11,15.0,2.4,4,No,No,Yes,2
T100735,2025-02-05,Wednesday,South,Email,Claim Status,Low,Agent_04,28.7,57.0,48,Yes,No,Yes,3
T100736,2025-09-25,Thursday,West,Chat,Complaint,Low,Agent_04,20.7,28.8,48,No,No,No,3
T100737,2025-01-20,Monday,North,Phone,Refund Request,High,Agent_05,24.5,3.4,8,No,No,Yes,3
T100738,2025-01-01,Wednesday,West,Email,Policy Change,Medium,Agent_02,30.4,22.4,24,No,No,Yes,3
T100739,2025-08-08,Friday,South,Portal,Technical Issue,Medium,Agent_25,22.1,3.7,24,No,No,Yes,1
T100740,2025-02-20,Thursday,West,Phone,Technical Issue,Low,Agent_25,22.2,11.5,48,No,No,Yes,1
T100741,2025-02-12,Wednesday,East,Chat,Complaint,Low,Agent_14,17.4,27.1,48,No,No,No,2
T100742,2025-01-03,Friday,North,Chat,Billing,Low,Agent_17,8.0,30.5,48,No,Yes,Yes,1
T100743,2025-04-16,Wednesday,East,Email,Billing,Medium,Agent_05,19.3,20.1,24,No,No,Yes,5
T100744,2025-05-10,Saturday,East,Portal,Technical Issue,Medium,Agent_19,22.4,19.4,24,No,No,Yes,2
T100745,2025-05-22,Thursday,West,Chat,Technical Issue,High,Agent_18,16.3,12.7,8,Yes,Yes,Yes,1
T100746,2025-04-02,Wednesday,East,Chat,Technical Issue,Critical,Agent_09,13.5,7.2,4,Yes,Yes,No,1
T100747,2025-06-26,Thursday,West,Chat,Refund Request,High,Agent_04,15.7,5.4,8,No,No,Yes,3
T100748,2025-08-17,Sunday,South,Phone,Complaint,High,Agent_13,29.8,6.9,8,No,No,Yes,4
T100749,2025-01-27,Monday,South,Email,Refund Request,High,Agent_01,36.1,4.7,8,No,No,Yes,4
T100750,2025-03-16,Sunday,West,Portal,Technical Issue,Low,Agent_03,22.4,16.4,48,No,No,No,2
T100751,2025-04-24,Thursday,East,Phone,Billing,Medium,Agent_24,16.2,20.3,24,No,No,Yes,4
T100752,2025-07-25,Friday,East,Chat,Complaint,Critical,Agent_02,21.5,9.2,4,Yes,Yes,Yes,4
T100753,2025-09-11,Thursday,West,Phone,Refund Request,Low,Agent_17,14.0,42.4,48,No,No,Yes,4
T100754,2025-01-18,Saturday,South,Chat,Refund Request,Medium,Agent_02,9.1,14.5,24,No,No,No,5
T100755,2025-01-01,Wednesday,South,Phone,Policy Change,Medium,Agent_25,23.4,11.2,24,No,No,No,4
T100756,2025-07-22,Tuesday,West,Chat,Complaint,High,Agent_01,14.0,3.2,8,No,No,Yes,1
T100757,2025-02-05,Wednesday,North,Email,Refund Request,High,Agent_18,30.7,3.2,8,No,Yes,Yes,2
T100758,2025-06-27,Friday,East,Phone,Claim Status,Critical,Agent_15,23.0,1.6,4,No,Yes,Yes,1
T100759,2025-01-03,Friday,East,Phone,Complaint,Medium,Agent_04,23.2,0.8,24,No,Yes,Yes,1
T100760,2025-05-31,Saturday,East,Portal,Complaint,High,Agent_09,30.3,6.3,8,No,No,Yes,2
T100761,2025-05-09,Friday,West,Portal,Complaint,High,Agent_16,16.6,0.5,8,No,No,No,5
T100762,2025-06-23,Monday,West,Chat,Complaint,Medium,Agent_01,10.6,18.7,24,No,Yes,Yes,1
T100763,2025-02-04,Tuesday,West,Chat,Claim Status,High,Agent_22,4.7,6.1,8,No,No,Yes,1
T100764,2025-06-11,Wednesday,West,Portal,Complaint,Low,Agent_18,30.9,45.8,48,No,No,No,4
T100765,2025-05-15,Thursday,South,Phone,Technical Issue,High,Agent_22,17.7,8.5,8,Yes,No,No,1
T100766,2025-06-25,Wednesday,North,Chat,Claim Status,Medium,Agent_16,16.4,16.3,24,No,No,Yes,2
T100767,2025-04-22,Tuesday,East,Phone,Refund Request,Critical,Agent_22,20.8,1.3,4,No,Yes,Yes,2
T100768,2025-09-13,Saturday,South,Phone,Claim Status,Low,Agent_09,14.6,0.5,48,No,No,Yes,4
T100769,2025-04-14,Monday,South,Chat,Policy Change,High,Agent_05,15.4,4.6,8,No,No,No,4
T100770,2025-03-03,Monday,North,Chat,Refund Request,Medium,Agent_16,17.4,27.4,24,Yes,No,Yes,1
T100771,2025-01-22,Wednesday,West,Email,Policy Change,High,Agent_16,32.1,9.4,8,Yes,Yes,No,1
T100772,2025-05-21,Wednesday,West,Phone,Complaint,Medium,Agent_09,25.6,0.5,24,No,No,Yes,2
T100773,2025-03-07,Friday,North,Email,Technical Issue,Critical,Agent_16,32.1,6.5,4,Yes,Yes,No,3
T100774,2025-09-15,Monday,East,Email,Refund Request,Low,Agent_25,34.4,47.1,48,No,No,Yes,1
T100775,2025-03-03,Monday,West,Phone,Billing,Medium,Agent_01,13.9,27.4,24,Yes,No,Yes,4
T100776,2025-07-14,Monday,North,Phone,Complaint,Low,Agent_09,17.6,19.9,48,No,No,No,4
T100777,2025-05-15,Thursday,South,Phone,Complaint,Medium,Agent_11,27.8,4.8,24,No,No,Yes,4
T100778,2025-09-13,Saturday,West,Phone,Refund Request,Medium,Agent_25,16.6,24.4,24,Yes,No,Yes,2
T100779,2025-07-25,Friday,East,Email,Complaint,Critical,Agent_05,42.7,1.7,4,No,No,Yes,1
T100780,2025-04-28,Monday,North,Chat,Claim Status,Medium,Agent_18,7.2,29.6,24,Yes,Yes,No,3
T100781,2025-04-11,Friday,South,Chat,Refund Request,Medium,Agent_05,14.4,22.1,24,No,No,Yes,1
T100782,2025-01-05,Sunday,South,Email,Claim Status,Medium,Agent_21,36.8,6.4,24,No,No,Yes,1
T100783,2025-06-11,Wednesday,West,Phone,Complaint,Low,Agent_19,18.9,28.1,48,No,No,No,3
T100784,2025-02-20,Thursday,South,Phone,Policy Change,High,Agent_16,23.3,5.9,8,No,No,Yes,1
T100785,2025-02-19,Wednesday,West,Chat,Policy Change,Medium,Agent_12,13.7,0.5,24,No,No,Yes,4
T100786,2025-05-12,Monday,East,Phone,Billing,High,Agent_12,6.2,14.8,8,Yes,Yes,No,1
T100787,2025-04-12,Saturday,South,Portal,Policy Change,Medium,Agent_12,17.1,20.1,24,No,No,Yes,4
T100788,2025-09-19,Friday,West,Chat,Technical Issue,Medium,Agent_03,17.6,15.2,24,No,No,No,4
T100789,2025-05-27,Tuesday,West,Chat,Claim Status,Medium,Agent_06,23.4,7.1,24,No,No,Yes,4
T100790,2025-06-22,Sunday,West,Chat,Complaint,High,Agent_13,25.2,14.2,8,Yes,No,Yes,4
T100791,2025-02-06,Thursday,North,Phone,Claim Status,Medium,Agent_11,11.7,28.2,24,Yes,Yes,Yes,2
T100792,2025-05-17,Saturday,West,Phone,Technical Issue,High,Agent_25,16.2,8.7,8,Yes,Yes,No,1
T100793,2025-09-24,Wednesday,West,Email,Claim Status,Low,Agent_01,29.0,22.3,48,No,No,Yes,1
T100794,2025-05-01,Thursday,East,Portal,Refund Request,Low,Agent_24,24.2,38.2,48,No,No,Yes,3
T100795,2025-03-27,Thursday,West,Phone,Billing,Medium,Agent_16,17.1,24.0,24,No,No,No,5
T100796,2025-01-14,Tuesday,West,Email,Billing,Low,Agent_04,19.9,57.2,48,Yes,No,Yes,1
T100797,2025-03-21,Friday,North,Chat,Technical Issue,Low,Agent_10,11.0,54.5,48,Yes,No,Yes,4
T100798,2025-05-26,Monday,West,Chat,Claim Status,High,Agent_17,14.1,2.5,8,No,No,Yes,5
T100799,2025-01-15,Wednesday,North,Chat,Policy Change,Medium,Agent_16,15.4,0.5,24,No,No,Yes,1
T100800,2025-05-20,Tuesday,West,Phone,Refund Request,Low,Agent_18,18.5,52.8,48,Yes,Yes,No,2
T100801,2025-08-22,Friday,West,Email,Refund Request,Medium,Agent_18,40.0,14.9,24,No,Yes,No,1
T100802,2025-09-04,Thursday,South,Chat,Technical Issue,Medium,Agent_10,13.8,20.7,24,No,No,Yes,1
T100803,2025-05-14,Wednesday,South,Phone,Billing,High,Agent_17,19.3,11.4,8,Yes,No,Yes,1
T100804,2025-03-11,Tuesday,East,Phone,Complaint,Medium,Agent_01,24.4,12.6,24,No,Yes,No,1
T100805,2025-09-02,Tuesday,East,Phone,Technical Issue,Medium,Agent_10,16.2,22.9,24,No,Yes,No,4
T100806,2025-07-11,Friday,South,Email,Complaint,Medium,Agent_14,30.9,17.6,24,No,No,No,2
T100807,2025-03-25,Tuesday,West,Chat,Claim Status,Low,Agent_09,18.3,36.8,48,No,No,Yes,2
T100808,2025-05-03,Saturday,East,Phone,Refund Request,High,Agent_18,18.4,0.5,8,No,No,Yes,2
T100809,2025-07-31,Thursday,South,Portal,Claim Status,Low,Agent_05,24.5,41.9,48,No,No,Yes,5
T100810,2025-08-22,Friday,West,Phone,Complaint,Low,Agent_16,24.2,0.5,48,No,No,No,1
T100811,2025-01-10,Friday,South,Phone,Complaint,Low,Agent_01,24.6,58.2,48,Yes,No,No,3
T100812,2025-02-22,Saturday,East,Phone,Refund Request,High,Agent_15,14.1,8.3,8,Yes,No,Yes,3
T100813,2025-04-30,Wednesday,North,Phone,Technical Issue,Medium,Agent_07,18.9,14.3,24,No,No,No,2
T100814,2025-06-09,Monday,West,Portal,Technical Issue,High,Agent_23,20.0,5.4,8,No,No,No,2
T100815,2025-06-19,Thursday,North,Chat,Claim Status,Low,Agent_02,13.1,0.8,48,No,Yes,Yes,1
T100816,2025-02-06,Thursday,West,Phone,Policy Change,High,Agent_13,20.3,9.9,8,Yes,No,No,3
T100817,2025-03-04,Tuesday,South,Email,Technical Issue,High,Agent_08,31.8,5.5,8,No,No,Yes,5
T100818,2025-01-18,Saturday,South,Email,Billing,Medium,Agent_17,32.0,22.1,24,No,No,Yes,2
T100819,2025-04-17,Thursday,West,Email,Policy Change,Low,Agent_11,30.4,18.1,48,No,No,Yes,4
T100820,2025-01-22,Wednesday,North,Phone,Refund Request,Low,Agent_10,19.8,5.8,48,No,No,No,5
T100821,2025-01-27,Monday,South,Portal,Claim Status,Medium,Agent_21,7.1,13.5,24,No,No,Yes,4
T100822,2025-01-08,Wednesday,South,Chat,Complaint,Medium,Agent_04,24.3,43.2,24,Yes,No,Yes,4
T100823,2025-05-05,Monday,North,Portal,Complaint,Medium,Agent_23,28.0,21.8,24,No,No,Yes,4
T100824,2025-03-21,Friday,East,Chat,Claim Status,Medium,Agent_06,10.6,39.5,24,Yes,Yes,Yes,1
T100825,2025-06-23,Monday,North,Phone,Refund Request,High,Agent_05,20.2,8.0,8,No,No,Yes,3
T100826,2025-02-24,Monday,South,Email,Policy Change,High,Agent_18,36.5,13.7,8,Yes,Yes,No,1
T100827,2025-08-13,Wednesday,South,Phone,Technical Issue,High,Agent_12,16.1,9.5,8,Yes,Yes,No,1
T100828,2025-01-21,Tuesday,West,Chat,Complaint,Medium,Agent_10,24.7,9.8,24,No,No,No,4
T100829,2025-09-08,Monday,South,Chat,Complaint,Medium,Agent_12,13.9,19.0,24,No,Yes,No,4
T100830,2025-05-21,Wednesday,South,Phone,Claim Status,Low,Agent_15,14.4,29.5,48,No,No,Yes,2
T100831,2025-05-15,Thursday,East,Email,Refund Request,Medium,Agent_17,25.3,18.8,24,No,No,Yes,5
T100832,2025-04-05,Saturday,North,Chat,Policy Change,Medium,Agent_25,10.5,4.2,24,No,No,No,5
T100833,2025-06-14,Saturday,North,Chat,Complaint,Low,Agent_13,19.6,34.5,48,No,No,Yes,1
T100834,2025-09-12,Friday,South,Chat,Policy Change,Medium,Agent_14,16.6,16.2,24,No,No,Yes,2
T100835,2025-02-26,Wednesday,North,Email,Billing,High,Agent_02,22.0,8.2,8,Yes,No,Yes,3
T100836,2025-03-08,Saturday,South,Portal,Claim Status,Medium,Agent_04,20.7,31.2,24,Yes,Yes,No,1
T100837,2025-01-17,Friday,West,Chat,Complaint,High,Agent_20,16.2,12.2,8,Yes,No,No,3
T100838,2025-05-12,Monday,North,Email,Complaint,Low,Agent_23,30.2,103.8,48,Yes,Yes,Yes,4
T100839,2025-09-09,Tuesday,North,Email,Refund Request,Medium,Agent_02,24.8,15.0,24,No,No,Yes,3
T100840,2025-08-01,Friday,East,Chat,Billing,Low,Agent_20,8.0,73.3,48,Yes,No,Yes,2
T100841,2025-01-21,Tuesday,North,Chat,Billing,Critical,Agent_07,2.8,1.6,4,No,No,Yes,3
T100842,2025-02-19,Wednesday,North,Chat,Complaint,Low,Agent_13,12.0,40.1,48,No,No,Yes,2
T100843,2025-09-27,Saturday,South,Chat,Claim Status,High,Agent_18,10.0,5.5,8,No,No,Yes,5
T100844,2025-08-01,Friday,North,Chat,Complaint,Medium,Agent_12,25.9,19.8,24,No,No,No,5
T100845,2025-08-07,Thursday,North,Phone,Claim Status,Medium,Agent_18,6.7,11.0,24,No,No,Yes,4
T100846,2025-06-22,Sunday,South,Email,Complaint,Critical,Agent_15,25.8,4.8,4,Yes,Yes,No,1
T100847,2025-06-16,Monday,East,Email,Refund Request,High,Agent_14,28.4,5.0,8,No,No,Yes,3
T100848,2025-06-15,Sunday,South,Chat,Claim Status,High,Agent_13,12.4,2.3,8,No,Yes,No,1
T100849,2025-05-11,Sunday,East,Portal,Technical Issue,Low,Agent_13,18.6,27.3,48,No,No,No,1
T100850,2025-01-18,Saturday,East,Chat,Complaint,Critical,Agent_05,23.7,3.1,4,No,No,No,3
T100851,2025-06-04,Wednesday,North,Phone,Claim Status,High,Agent_07,8.3,8.3,8,Yes,No,Yes,1
T100852,2025-01-12,Sunday,East,Portal,Complaint,Medium,Agent_18,20.8,10.7,24,No,No,Yes,5
T100853,2025-03-21,Friday,North,Phone,Policy Change,Low,Agent_05,26.0,105.4,48,Yes,Yes,No,1
T100854,2025-05-08,Thursday,South,Phone,Policy Change,Medium,Agent_03,10.6,17.7,24,No,No,Yes,1
T100855,2025-04-22,Tuesday,North,Chat,Technical Issue,Medium,Agent_06,9.1,31.0,24,Yes,No,Yes,1
T100856,2025-02-18,Tuesday,East,Phone,Complaint,Low,Agent_13,33.5,5.2,48,No,No,No,5
T100857,2025-01-29,Wednesday,East,Phone,Technical Issue,Critical,Agent_14,18.0,2.3,4,No,No,Yes,1
T100858,2025-03-03,Monday,South,Chat,Complaint,Medium,Agent_01,17.0,3.7,24,No,No,No,1
T100859,2025-07-15,Tuesday,North,Phone,Billing,Medium,Agent_11,8.1,27.2,24,Yes,No,Yes,4
T100860,2025-03-18,Tuesday,East,Email,Claim Status,Low,Agent_05,28.1,41.2,48,No,No,Yes,1
T100861,2025-07-21,Monday,West,Chat,Complaint,Low,Agent_17,16.8,26.0,48,No,Yes,Yes,1
T100862,2025-05-29,Thursday,West,Phone,Policy Change,Medium,Agent_03,20.7,32.4,24,Yes,No,Yes,1
T100863,2025-01-26,Sunday,West,Phone,Technical Issue,Medium,Agent_17,18.1,12.5,24,No,No,No,3
T100864,2025-03-08,Saturday,South,Email,Claim Status,Medium,Agent_16,29.1,14.6,24,No,No,Yes,1
T100865,2025-04-11,Friday,South,Phone,Policy Change,Medium,Agent_25,24.7,10.1,24,No,No,No,1
T100866,2025-02-15,Saturday,North,Chat,Technical Issue,Medium,Agent_12,23.2,48.1,24,Yes,Yes,No,1
T100867,2025-06-26,Thursday,North,Chat,Claim Status,Medium,Agent_12,8.9,6.1,24,No,No,No,5
T100868,2025-08-15,Friday,South,Email,Claim Status,Medium,Agent_07,26.2,20.9,24,No,No,No,5
T100869,2025-03-21,Friday,North,Phone,Billing,Critical,Agent_08,10.0,2.6,4,No,No,Yes,3
T100870,2025-03-17,Monday,East,Phone,Refund Request,Medium,Agent_04,15.0,24.2,24,Yes,Yes,Yes,1
T100871,2025-01-12,Sunday,East,Phone,Complaint,Low,Agent_07,21.4,40.1,48,No,No,No,3
T100872,2025-09-25,Thursday,East,Email,Complaint,Critical,Agent_24,34.3,3.3,4,No,No,Yes,1
T100873,2025-01-10,Friday,West,Chat,Refund Request,Low,Agent_17,10.2,37.0,48,No,No,Yes,3
T100874,2025-03-29,Saturday,North,Phone,Refund Request,Low,Agent_20,16.0,68.3,48,Yes,No,Yes,1
T100875,2025-08-27,Wednesday,North,Phone,Refund Request,Medium,Agent_09,19.7,26.2,24,Yes,No,Yes,4
T100876,2025-07-04,Friday,North,Phone,Refund Request,Low,Agent_13,29.4,38.7,48,No,No,No,3
T100877,2025-07-14,Monday,North,Portal,Technical Issue,Medium,Agent_20,20.0,19.8,24,No,No,No,5
T100878,2025-04-06,Sunday,South,Email,Technical Issue,Critical,Agent_18,29.1,2.1,4,No,No,Yes,2
T100879,2025-01-12,Sunday,North,Phone,Complaint,Medium,Agent_10,27.3,30.7,24,Yes,No,Yes,4
T100880,2025-07-21,Monday,South,Phone,Refund Request,Medium,Agent_12,22.0,9.8,24,No,No,Yes,4
T100881,2025-06-04,Wednesday,South,Portal,Complaint,High,Agent_09,27.1,5.7,8,No,No,Yes,1
T100882,2025-05-12,Monday,West,Portal,Billing,Critical,Agent_18,13.2,3.5,4,No,Yes,Yes,5
T100883,2025-03-19,Wednesday,East,Portal,Refund Request,Low,Agent_05,16.6,31.1,48,No,No,Yes,5
T100884,2025-07-15,Tuesday,South,Email,Complaint,Medium,Agent_05,40.0,33.2,24,Yes,No,Yes,4
T100885,2025-06-09,Monday,East,Email,Claim Status,Medium,Agent_07,31.2,40.4,24,Yes,Yes,Yes,1
T100886,2025-04-14,Monday,South,Phone,Refund Request,High,Agent_17,18.0,7.3,8,No,No,Yes,1
T100887,2025-08-09,Saturday,South,Chat,Complaint,Medium,Agent_06,23.0,15.6,24,No,No,Yes,1
T100888,2025-03-02,Sunday,South,Phone,Claim Status,Low,Agent_24,9.0,41.2,48,No,Yes,No,1
T100889,2025-07-31,Thursday,West,Phone,Refund Request,Critical,Agent_21,17.7,2.3,4,No,No,Yes,4
T100890,2025-05-21,Wednesday,South,Chat,Billing,Low,Agent_05,2.0,37.0,48,No,No,Yes,4
T100891,2025-05-17,Saturday,South,Chat,Claim Status,Low,Agent_22,16.9,17.8,48,No,No,Yes,2
T100892,2025-02-10,Monday,West,Phone,Complaint,High,Agent_16,21.5,4.1,8,No,No,Yes,5
T100893,2025-07-11,Friday,South,Portal,Technical Issue,Low,Agent_16,27.8,44.5,48,No,No,No,3
T100894,2025-04-09,Wednesday,South,Phone,Billing,Critical,Agent_09,12.2,3.2,4,No,Yes,No,2
T100895,2025-04-14,Monday,South,Phone,Technical Issue,Medium,Agent_20,21.2,1.2,24,No,No,No,3
T100896,2025-06-16,Monday,West,Portal,Technical Issue,High,Agent_13,24.3,0.5,8,No,No,Yes,2
T100897,2025-07-14,Monday,East,Email,Refund Request,Medium,Agent_19,33.3,11.5,24,No,No,No,1
T100898,2025-09-26,Friday,North,Email,Technical Issue,High,Agent_15,26.3,6.1,8,No,No,Yes,4
T100899,2025-01-22,Wednesday,South,Email,Technical Issue,Low,Agent_24,23.8,10.0,48,No,No,No,5
T100900,2025-07-18,Friday,North,Phone,Technical Issue,High,Agent_13,21.3,11.0,8,Yes,No,Yes,1
T100901,2025-05-27,Tuesday,West,Phone,Policy Change,High,Agent_20,12.7,2.2,8,No,No,Yes,3
T100902,2025-09-22,Monday,South,Email,Refund Request,Low,Agent_15,25.5,63.6,48,Yes,Yes,No,2
T100903,2025-02-27,Thursday,South,Chat,Refund Request,Low,Agent_18,22.5,30.4,48,No,No,Yes,2
T100904,2025-07-31,Thursday,East,Email,Claim Status,Medium,Agent_15,36.8,17.5,24,No,No,No,1
T100905,2025-04-14,Monday,West,Phone,Policy Change,Medium,Agent_23,18.4,40.7,24,Yes,No,No,2
T100906,2025-03-25,Tuesday,North,Phone,Refund Request,Medium,Agent_15,12.3,22.7,24,No,No,No,1
T100907,2025-02-13,Thursday,West,Chat,Complaint,Critical,Agent_20,14.0,3.5,4,No,No,Yes,2
T100908,2025-07-13,Sunday,West,Phone,Claim Status,Medium,Agent_11,12.9,11.5,24,No,No,Yes,4
T100909,2025-03-18,Tuesday,South,Portal,Claim Status,High,Agent_25,23.0,11.3,8,Yes,Yes,No,1
T100910,2025-06-07,Saturday,East,Chat,Technical Issue,Medium,Agent_10,15.0,19.4,24,No,No,Yes,5
T100911,2025-03-02,Sunday,South,Portal,Billing,High,Agent_20,21.0,0.9,8,No,No,Yes,1
T100912,2025-01-07,Tuesday,West,Email,Technical Issue,High,Agent_18,41.3,6.3,8,No,No,No,3
T100913,2025-09-10,Wednesday,South,Phone,Refund Request,Medium,Agent_16,16.0,11.7,24,No,No,Yes,2
T100914,2025-08-15,Friday,North,Chat,Billing,High,Agent_08,10.5,2.1,8,No,No,Yes,1
T100915,2025-05-23,Friday,South,Phone,Claim Status,Medium,Agent_02,18.3,16.1,24,No,No,Yes,4
T100916,2025-01-19,Sunday,South,Portal,Refund Request,High,Agent_19,28.0,8.3,8,Yes,No,No,1
T100917,2025-06-02,Monday,East,Portal,Billing,Medium,Agent_04,14.4,3.5,24,No,No,Yes,2
T100918,2025-04-02,Wednesday,South,Chat,Complaint,Medium,Agent_22,17.4,24.5,24,Yes,No,Yes,1
T100919,2025-04-01,Tuesday,West,Chat,Policy Change,Low,Agent_02,13.2,30.7,48,No,No,Yes,1
T100920,2025-06-03,Tuesday,East,Email,Technical Issue,High,Agent_03,30.3,4.8,8,No,No,Yes,1
T100921,2025-02-03,Monday,East,Email,Billing,High,Agent_23,28.6,3.7,8,No,No,Yes,2
T100922,2025-06-18,Wednesday,West,Email,Refund Request,Medium,Agent_07,31.6,32.7,24,Yes,No,Yes,4
T100923,2025-02-25,Tuesday,North,Email,Refund Request,Critical,Agent_20,31.8,6.0,4,Yes,Yes,No,1
T100924,2025-05-28,Wednesday,West,Chat,Policy Change,Medium,Agent_09,21.6,10.5,24,No,No,No,4
T100925,2025-07-01,Tuesday,South,Chat,Technical Issue,High,Agent_17,25.4,18.0,8,Yes,Yes,No,1
T100926,2025-09-10,Wednesday,South,Portal,Claim Status,Low,Agent_23,11.3,29.8,48,No,No,No,1
T100927,2025-04-10,Thursday,North,Phone,Technical Issue,High,Agent_21,14.5,8.4,8,Yes,No,No,2
T100928,2025-04-17,Thursday,West,Email,Policy Change,Medium,Agent_12,34.5,14.4,24,No,No,Yes,1
T100929,2025-04-19,Saturday,North,Chat,Refund Request,Low,Agent_10,19.6,15.6,48,No,No,No,4
T100930,2025-02-04,Tuesday,East,Phone,Complaint,High,Agent_11,24.3,9.8,8,Yes,No,Yes,4
T100931,2025-02-28,Friday,East,Phone,Refund Request,Medium,Agent_19,15.2,51.8,24,Yes,Yes,Yes,1
T100932,2025-03-31,Monday,South,Phone,Policy Change,Medium,Agent_22,12.8,39.8,24,Yes,No,Yes,1
T100933,2025-08-31,Sunday,North,Chat,Technical Issue,Medium,Agent_05,15.3,14.4,24,No,No,Yes,1
T100934,2025-06-21,Saturday,West,Chat,Technical Issue,Low,Agent_24,9.5,31.8,48,No,No,No,3
T100935,2025-09-24,Wednesday,East,Chat,Refund Request,Medium,Agent_11,20.1,21.2,24,No,No,No,1
T100936,2025-01-10,Friday,South,Chat,Policy Change,Low,Agent_12,9.9,49.9,48,Yes,No,Yes,3
T100937,2025-03-18,Tuesday,East,Chat,Policy Change,Medium,Agent_13,11.9,25.3,24,Yes,Yes,Yes,4
T100938,2025-07-19,Saturday,South,Chat,Policy Change,High,Agent_23,19.8,7.1,8,No,No,Yes,3
T100939,2025-01-17,Friday,East,Email,Technical Issue,Medium,Agent_08,32.9,23.7,24,No,No,No,3
T100940,2025-06-04,Wednesday,South,Email,Claim Status,Medium,Agent_04,35.2,6.4,24,No,Yes,No,2
T100941,2025-04-14,Monday,North,Email,Billing,High,Agent_16,30.0,3.8,8,No,No,Yes,3
T100942,2025-03-20,Thursday,South,Phone,Technical Issue,High,Agent_24,24.3,7.1,8,No,Yes,No,2
T100943,2025-06-17,Tuesday,South,Chat,Billing,Medium,Agent_17,3.2,25.7,24,Yes,No,Yes,4
T100944,2025-03-09,Sunday,South,Chat,Technical Issue,High,Agent_13,27.9,7.4,8,No,No,Yes,5
T100945,2025-09-25,Thursday,North,Phone,Billing,High,Agent_22,15.4,7.2,8,No,No,No,5
T100946,2025-02-14,Friday,East,Email,Billing,Medium,Agent_04,27.9,16.0,24,No,No,No,4
T100947,2025-06-09,Monday,North,Chat,Policy Change,High,Agent_21,15.4,2.7,8,No,No,Yes,3
T100948,2025-06-14,Saturday,South,Phone,Policy Change,Medium,Agent_18,19.6,0.5,24,No,No,Yes,5
T100949,2025-08-14,Thursday,North,Phone,Claim Status,Low,Agent_09,21.2,53.0,48,Yes,No,Yes,2
T100950,2025-09-21,Sunday,North,Phone,Policy Change,Medium,Agent_18,18.4,18.0,24,No,No,Yes,3
T100951,2025-03-14,Friday,East,Chat,Claim Status,Medium,Agent_03,10.8,16.7,24,No,No,Yes,2
T100952,2025-06-23,Monday,West,Phone,Billing,High,Agent_16,13.2,0.8,8,No,Yes,No,4
T100953,2025-02-24,Monday,West,Phone,Technical Issue,Low,Agent_13,19.4,17.7,48,No,No,Yes,5
T100954,2025-08-17,Sunday,East,Phone,Claim Status,High,Agent_23,14.2,10.5,8,Yes,Yes,No,1
T100955,2025-02-10,Monday,West,Chat,Billing,Medium,Agent_23,14.9,13.7,24,No,Yes,No,3
T100956,2025-06-08,Sunday,West,Email,Claim Status,High,Agent_05,29.7,6.4,8,No,Yes,Yes,3
T100957,2025-05-13,Tuesday,East,Email,Refund Request,Medium,Agent_22,42.0,20.4,24,No,No,Yes,3
T100958,2025-06-16,Monday,West,Email,Billing,Low,Agent_16,28.5,48.8,48,Yes,No,No,1
T100959,2025-09-03,Wednesday,West,Chat,Policy Change,Medium,Agent_25,15.1,3.3,24,No,No,Yes,2
T100960,2025-03-07,Friday,North,Email,Refund Request,Medium,Agent_04,37.2,15.2,24,No,No,Yes,5
T100961,2025-02-06,Thursday,East,Email,Technical Issue,Medium,Agent_19,34.9,33.6,24,Yes,No,Yes,1
T100962,2025-05-05,Monday,South,Portal,Technical Issue,Medium,Agent_03,30.9,2.9,24,No,No,Yes,2
T100963,2025-08-09,Saturday,West,Chat,Policy Change,Medium,Agent_18,8.8,9.6,24,No,Yes,Yes,2
T100964,2025-02-09,Sunday,West,Phone,Complaint,Medium,Agent_15,22.9,27.0,24,Yes,No,Yes,1
T100965,2025-02-19,Wednesday,West,Phone,Technical Issue,Medium,Agent_03,24.3,3.2,24,No,No,Yes,3
T100966,2025-07-14,Monday,East,Email,Refund Request,Low,Agent_02,25.2,11.4,48,No,No,Yes,2
T100967,2025-03-13,Thursday,North,Chat,Refund Request,Medium,Agent_05,15.0,24.2,24,Yes,No,Yes,4
T100968,2025-05-30,Friday,West,Chat,Technical Issue,Low,Agent_07,17.4,7.1,48,No,Yes,No,1
T100969,2025-06-03,Tuesday,East,Portal,Technical Issue,Critical,Agent_23,29.9,0.8,4,No,Yes,No,1
T100970,2025-02-15,Saturday,North,Chat,Complaint,High,Agent_13,16.9,13.8,8,Yes,Yes,No,1
T100971,2025-02-01,Saturday,East,Portal,Billing,High,Agent_01,19.8,4.8,8,No,No,No,5
T100972,2025-07-03,Thursday,North,Portal,Billing,Medium,Agent_08,10.4,5.9,24,No,No,Yes,4
